"model","distribution","sample_size","method","parameter","bias","variance","mse","rmse","successes","replicates","relative_efficiency","variance_reduction","bias_se","bias_ci_lower","bias_ci_upper","variance_se","variance_ci_lower","variance_ci_upper","mse_se","mse_ci_lower","mse_ci_upper","re_se","re_ci_lower","re_ci_upper"
"ARIMA(1,1,0)","Lognormal",1000,"OLS","phi1",-0.00108125663711637,0.00050147780679073,0.000502396183802643,0.0224141960329306,2000,2000,0.999990203773972,0,0.000498212726384925,-0.00206400949961716,-9.82303774401084e-05,1.60980056151776e-05,0.000472274363844447,0.000534787251430677,1.67372451796839e-05,0.000470320599159714,0.00053669692518272,NA,NA,NA
"ARIMA(1,1,0)","Lognormal",1000,"PMM2","phi1",0.000143383873365781,0.000289398850220542,0.000289274709730573,0.0170080777788254,2000,2000,1.73672721920278,42.2907960628235,0.000378668374971818,-0.000651188155995374,0.000854391979652845,9.45415036211607e-06,0.000271040800141398,0.000307787720642482,9.21197812447373e-06,0.000273049485095965,0.000309229420167211,NA,NA,NA
"ARIMA(1,1,0)","Lognormal",1000,"M-EST","phi1",-0.000307717435189355,0.000395495259734022,0.000395392202124075,0.0198844713815599,2000,2000,1.27061499826549,21.1340453399036,0.000428080534395667,-0.00110583126540632,0.000519109249257146,1.28860364151302e-05,0.00037448248586712,0.000424218559160333,1.20490863715216e-05,0.000371373512386815,0.00041864246632835,NA,NA,NA
"ARIMA(1,1,0)","Chi-squared",100,"CSS","phi1",-0.0110279115773196,0.00526749861555701,0.0053864797000064,0.0733926406392794,2000,2000,1,NA,0.00165308586212355,-0.0141635654972761,-0.00761473381623438,0.000177202918512653,0.00496620168673758,0.00566356328112569,0.000187529803628158,0.00499923776098713,0.0057226404969901,NA,NA,NA
"ARIMA(1,1,0)","Chi-squared",100,"OLS","phi1",-0.0110275342054273,0.00526749696503949,0.00538646972720884,0.0733925726978476,2000,2000,1.00000185145338,0,0.00155259777298614,-0.0142011145259817,-0.00804568325628453,0.000169930262822745,0.0049737122882255,0.00565827387897953,0.000194217569909894,0.00504149017235237,0.0057647533641523,NA,NA,NA
"ARIMA(1,1,0)","Chi-squared",100,"PMM2","phi1",0.00330849589003687,0.00302161483342809,0.00303105017106578,0.0550549740810563,2000,2000,1.77710014549591,42.6366098835438,0.0012618780697561,0.000749733673475995,0.00579422314449294,0.000107599286677584,0.00281117922914597,0.00323418281936262,0.000108469963816062,0.00283576931623185,0.00324925352267397,NA,NA,NA
"ARIMA(1,1,0)","Chi-squared",100,"M-EST","phi1",-0.00499514035377171,0.0045235796872917,0.00454626932460194,0.0674260285394442,2000,2000,1.18481315456999,14.1227851232793,0.00146748029920032,-0.00789814438035832,-0.00224445724342498,0.000160788581932633,0.0042346295085331,0.00489207464048623,0.000159214790093188,0.00423201897910584,0.00487010724686424,NA,NA,NA
"ARIMA(1,1,0)","Chi-squared",200,"CSS","phi1",-0.00658482291361356,0.00263862391975606,0.00268066450059983,0.0517751339988593,2000,2000,1,NA,0.00111163812502184,-0.00882651971272207,-0.00430605218321486,9.34080853070531e-05,0.00246659583267009,0.00283919680588952,9.78971288702929e-05,0.00249313490251073,0.00289197113919459,NA,NA,NA
"ARIMA(1,1,0)","Chi-squared",200,"OLS","phi1",-0.00658481377965984,0.002638622121123,0.00268066258257524,0.0517751154762135,2000,2000,1.00000071550392,0,0.00110691631802057,-0.00881310850896342,-0.00442863155738465,9.66214065804367e-05,0.00246254619794181,0.00285876931740403,0.000100117564662698,0.00249118466709471,0.00288373039432554,NA,NA,NA
"ARIMA(1,1,0)","Chi-squared",200,"PMM2","phi1",0.000652100623905537,0.00146259643618119,0.0014622903731868,0.0382399055070328,2000,2000,1.83319575219374,44.5696894423554,0.000886029567290608,-0.00113464662848684,0.00239950523284394,5.10725119764453e-05,0.00137302765923932,0.00158147118053553,5.07959294944944e-05,0.00136432428051206,0.00156763800044354,NA,NA,NA
"ARIMA(1,1,0)","Chi-squared",200,"M-EST","phi1",-0.00358364192344009,0.0021877113854035,0.00219946001914624,0.0468984010297391,2000,2000,1.21878300913166,17.0888711994726,0.00104875332616077,-0.00568280988951851,-0.00158169770805127,7.45056069637884e-05,0.00204312185697683,0.00233735298740409,7.64395985487417e-05,0.00205757989472258,0.00234962691135767,NA,NA,NA
"ARIMA(1,1,0)","Chi-squared",500,"CSS","phi1",-0.00266261678704009,0.00107069705681985,0.00107725123644607,0.0328215057004713,2000,2000,1,NA,0.000714182539735473,-0.00410545754531069,-0.00123136658995003,3.49462476258738e-05,0.00100748568349692,0.00114080132990135,3.60569442532778e-05,0.0010056869765956,0.00114987891964016,NA,NA,NA
"ARIMA(1,1,0)","Chi-squared",500,"OLS","phi1",-0.00266281733347627,0.00107069665513953,0.00107725190296343,0.0328215158541379,2000,2000,0.999999381279945,0,0.0007003566430135,-0.00412967242625317,-0.00131042875128378,3.4327375728275e-05,0.00100264645341216,0.00113953934735472,3.52249747201263e-05,0.00101167297702101,0.00115082598795494,NA,NA,NA
"ARIMA(1,1,0)","Chi-squared",500,"PMM2","phi1",3.6313774190687e-05,0.000573246861795021,0.000572961557054319,0.0239366154051553,2000,2000,1.88014575006459,46.4603854842233,0.000540523106015712,-0.000914060220263858,0.00116716225441755,1.75654661836815e-05,0.000539972588407329,0.000608948355495432,1.82650957356503e-05,0.00053747810706923,0.000613382497498729,NA,NA,NA
"ARIMA(1,1,0)","Chi-squared",500,"M-EST","phi1",-0.00117170144475477,0.000841932143768521,0.000842884061972278,0.0290324656543718,2000,2000,1.27805386890979,21.3659499423018,0.000641167253455107,-0.00237960149511012,0.000129641661152653,2.85664602699241e-05,0.000786146143199302,0.000900633213662188,2.88757123819235e-05,0.000786918800106105,0.000899684647303452,NA,NA,NA
"ARIMA(1,1,0)","Chi-squared",1000,"CSS","phi1",-0.000437315272751776,0.000501267110694947,0.000501207721787382,0.0223876689672548,2000,2000,1,NA,0.000518713471852823,-0.00147650907634103,0.000539137805088912,1.58350554305726e-05,0.000469742983404174,0.000533963219944983,1.60035280165847e-05,0.000470311347721478,0.000533527534621191,NA,NA,NA
"ARIMA(1,1,0)","Chi-squared",1000,"OLS","phi1",-0.000437610894593078,0.000501268159550192,0.000501209028765484,0.0223876981569228,2000,2000,0.999997392349245,0,0.000487026247401953,-0.00131039192063559,0.000570515325339349,1.55351008292986e-05,0.000471857358646374,0.000531660053753229,1.5713641810962e-05,0.000471771508756408,0.000532689787128598,NA,NA,NA
"ARIMA(1,1,0)","Chi-squared",1000,"PMM2","phi1",0.000408500701014325,0.000275620648394768,0.0002756497108933,0.0166027019154504,2000,2000,1.81827769803608,45.0153289923514,0.000364132221269161,-0.000332806625717054,0.00111432652064039,9.28567950562862e-06,0.000258664405866588,0.000295035065079525,9.0478574748528e-06,0.000257936743693787,0.000293538609007128,NA,NA,NA
"ARIMA(1,1,0)","Chi-squared",1000,"M-EST","phi1",-0.000320483177645841,0.00039622693371941,0.000396131529719704,0.0199030532763117,2000,2000,1.26525581576914,20.9550963550209,0.000453490446313382,-0.00124492629430272,0.000511314743342688,1.27691957902457e-05,0.000371251008285707,0.000423397522756057,1.26277544216702e-05,0.000372057872060333,0.000421988520153764,NA,NA,NA
"ARIMA(0,1,1)","Gaussian",500,"CSS","theta1",-0.00181644559617759,0.00154568224965488,0.00154820888313392,0.0393472855878766,2000,2000,1,0,0.000867443679151493,-0.00355407202203898,-8.40792903950713e-05,5.14039881744471e-05,0.00145046136051598,0.00165375104698025,5.25404207135132e-05,0.00144265566190512,0.00164989339908108,NA,NA,NA
"ARIMA(0,1,1)","Gaussian",500,"PMM2","theta1",-0.00164735872040569,0.00199859346634637,0.00200030796036689,0.0447248025190374,2000,2000,0.77398526317415,-29.3017026489515,0.00101184087844838,-0.00357329390610284,0.000350508638134323,6.01923150756965e-05,0.00187487867850625,0.00212085524235653,6.1761383584799e-05,0.00187898808108314,0.00212470207405557,NA,NA,NA
"ARIMA(0,1,1)","Gamma",500,"CSS","theta1",-0.00123194755173781,0.00157015815331438,0.00157089076900795,0.0396344644092481,2000,2000,1,0,0.000914344882397515,-0.00308313387248511,0.000604608770228686,4.89339852556911e-05,0.0014752554765361,0.00166379293273642,4.9909952530806e-05,0.00147421799530239,0.00167118613381948,NA,NA,NA
"ARIMA(0,1,1)","Gamma",500,"PMM2","theta1",0.0011294775671762,0.00121210637136346,0.00121277603775253,0.034824934138524,2000,2000,1.29528513106102,22.8035488778709,0.000806376656145367,-0.000447612521096369,0.0026337854826641,3.98397432160455e-05,0.00114055751990678,0.00130071499031043,3.86014445871371e-05,0.00114212191934259,0.00128853014121392,NA,NA,NA
"ARIMA(0,1,1)","Lognormal",500,"CSS","theta1",-0.000650914499126643,0.0015124360206568,0.00151210349233165,0.0388857749354651,2000,2000,1,0,0.000833201573040884,-0.00227084729320805,0.000995911095162004,5.07273803764212e-05,0.00141187147313283,0.00161110615816006,5.09936486314434e-05,0.00141738464231628,0.00161554307396736,NA,NA,NA
"ARIMA(0,1,1)","Lognormal",500,"PMM2","theta1",0.00193581491791684,0.00113205527195903,0.00113523662371948,0.0336932726774868,2000,2000,1.33197208470725,25.1502042732748,0.000737057762844805,0.00052341430388958,0.0033725894885043,3.63850164588878e-05,0.00107078617717116,0.00121832201310662,3.83210635624264e-05,0.00105773468922038,0.00121071257837082,NA,NA,NA
"ARIMA(0,1,1)","Chi-squared",500,"CSS","theta1",-0.000716848731695021,0.00156325446456975,0.0015629867094416,0.0395346267143323,2000,2000,1,0,0.000901595378448526,-0.00262330685119856,0.000990811673528476,5.25012361934347e-05,0.00146348618281045,0.00167469891927832,5.22167089626138e-05,0.00145889713927431,0.00167950242220995,NA,NA,NA
"ARIMA(0,1,1)","Chi-squared",500,"PMM2","theta1",0.00110709413960803,0.00111371190771784,0.00111438070919794,0.0333823412779562,2000,2000,1.40256080937236,28.7568381885693,0.000698272313123046,-0.000239140514265847,0.00253191912837238,3.60207654874301e-05,0.00104778076836051,0.00118710665308159,3.56302271482391e-05,0.00104356973266247,0.0011874878149741,NA,NA,NA
"ARIMA(1,1,1)","Gamma",500,"CSS","phi1",-0.0378336657778934,0.0269690294370839,0.0283869311885587,0.168484216437501,2000,2000,1,0,0.00375201387180289,-0.0453375225348393,-0.0309705164001592,0.00154652678729595,0.0245744898398924,0.0310460531327892,0.00174509535999881,0.0250209946102367,0.0317369773950614,NA,NA,NA
"ARIMA(1,1,1)","Gamma",500,"CSS","theta1",0.0398208143812516,0.0330906060159849,0.034659757970963,0.18617131350174,2000,2000,1,0,0.00417818500948763,0.0314686254455378,0.0481956441831395,0.00155469457828059,0.0304258574763866,0.0369897069001138,0.0017404371396676,0.0314904654786806,0.0381495219286645,NA,NA,NA
"ARIMA(1,1,1)","Gamma",500,"PMM2","phi1",-0.00343453731754264,0.0187190673787356,0.0187215038916318,0.136826546735755,2000,2000,1.51627408529115,30.590504109889,0.00299974866003994,-0.00935989508631376,0.00268919626772588,0.000639802580447181,0.0176234039158224,0.0200743665755464,0.000650215394027175,0.0174559551567504,0.0200181342886242,NA,NA,NA
"ARIMA(1,1,1)","Gamma",500,"PMM2","theta1",0.00346537162377543,0.0234517400592215,0.0234520229896828,0.153140533464145,2000,2000,1.47790056261717,29.1287078638184,0.00347311442069202,-0.00323241490374222,0.0104224239967251,0.000791200311599261,0.0219841634574946,0.0251479742739375,0.000804437019039195,0.0219280693715707,0.025165961615428,NA,NA,NA
"ARIMA(1,1,1)","Gamma",500,"M-EST","phi1",NA,NA,NA,NA,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARIMA(1,1,1)","Gamma",500,"M-EST","theta1",NA,NA,NA,NA,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARIMA(1,1,1)","Lognormal",500,"CSS","phi1",-0.0265761349278516,0.0227383555915311,0.0234332773614387,0.153079317222931,2000,2000,1,0,0.00326552573351564,-0.0327309399946593,-0.0202667180719937,0.00124278411225354,0.0207524754611682,0.0259497006949162,0.00136222534586355,0.0211134397426904,0.0264810339209719,NA,NA,NA
"ARIMA(1,1,1)","Lognormal",500,"CSS","theta1",0.0264906654384809,0.0276315026649901,0.0283194422690311,0.168283814637746,2000,2000,1,0,0.00372247458525472,0.0193147478783806,0.033600940146831,0.00118173891120239,0.0255960077617687,0.0302864520711624,0.0012304143106563,0.0260501560681266,0.0307810643535967,NA,NA,NA
"ARIMA(1,1,1)","Lognormal",500,"PMM2","phi1",0.00903538175801492,0.0163617073922844,0.0164351646621013,0.128199706170105,2000,2000,1.4258011917261,28.0435767378961,0.00281980139149207,0.00378626546917199,0.0149742048729207,0.000689509113866496,0.0151182895616963,0.0179022480646405,0.000670906559687553,0.0152631145689433,0.0178253301713588,NA,NA,NA
"ARIMA(1,1,1)","Lognormal",500,"PMM2","theta1",-0.0093008989139394,0.0203799633829386,0.0204562801218545,0.143025452706343,2000,2000,1.38438866208016,26.2437384241118,0.0031334668927735,-0.0154245746005577,-0.00306071153053795,0.000767976062736152,0.0189860845662905,0.021926416114598,0.000766290101620006,0.0189370331698808,0.0219731552508208,NA,NA,NA
"ARIMA(1,1,1)","Lognormal",500,"M-EST","phi1",NA,NA,NA,NA,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARIMA(1,1,1)","Lognormal",500,"M-EST","theta1",NA,NA,NA,NA,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARIMA(1,1,1)","Chi-squared",500,"CSS","phi1",-0.0307632836488685,0.025299077128935,0.0262328072112312,0.161965450671528,2000,2000,1,0,0.0035629680194186,-0.0378199381100644,-0.0237811449829207,0.00125453537956475,0.0230272109496454,0.0279527052448752,0.0014441921478425,0.023417626097532,0.0291900324378457,NA,NA,NA
"ARIMA(1,1,1)","Chi-squared",500,"CSS","theta1",0.0312775975694384,0.0307795202399129,0.0317424185895087,0.178164021591085,2000,2000,1,0,0.00416676686148359,0.0231857988724132,0.0398740818800134,0.00124462231797674,0.0286472647671542,0.0336017852721425,0.00138518877974952,0.0290530351152965,0.0346086825603304,NA,NA,NA
"ARIMA(1,1,1)","Chi-squared",500,"PMM2","phi1",0.00598849784501876,0.0176970476112844,0.0177240611939185,0.133131743750011,2000,2000,1.48006751523924,30.048643588489,0.00300037675488551,-0.000145661765737187,0.0117445108422201,0.000702822828053988,0.0165650109587704,0.0192986915344419,0.000683573078264744,0.0163739323050166,0.0191124844980955,NA,NA,NA
"ARIMA(1,1,1)","Chi-squared",500,"PMM2","theta1",-0.00518901459124778,0.0218122344552034,0.021828254210404,0.147743880449933,2000,2000,1.45418952352036,29.1339361848833,0.003393126242692,-0.0119657770196517,0.00154840759744394,0.000828617590420978,0.0203409522713616,0.0236218109709924,0.00085879770641735,0.0202429990802946,0.0234501524367209,NA,NA,NA
"ARIMA(1,1,1)","Chi-squared",500,"M-EST","phi1",NA,NA,NA,NA,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARIMA(1,1,1)","Chi-squared",500,"M-EST","theta1",NA,NA,NA,NA,0,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ARIMA(2,1,0)","Gamma",500,"CSS","phi1",-0.00266532634100286,0.0018447050879037,0.0018508866998638,0.0430219327769429,2000,2000,1,0,0.000928113366469481,-0.00451284525462703,-0.00078296104729598,6.20942538888061e-05,0.00173650166841984,0.00197388341132108,6.24590053476127e-05,0.00173219588246479,0.00198392972382249,NA,NA,NA
"ARIMA(2,1,0)","Gamma",500,"CSS","phi2",-0.00285677729162,0.00192041593855774,0.00192761690708238,0.0439046342324176,2000,2000,1,0,0.000995047323331892,-0.00489192119321975,-0.000852146738951642,5.94458700528823e-05,0.00181256743928814,0.00205207981770158,6.00028641367464e-05,0.00180803026587427,0.00203734850177338,NA,NA,NA
"ARIMA(2,1,0)","Gamma",500,"PMM2","phi1",5.93802047165189e-05,0.00114200863713235,0.00114144115882249,0.0337852210118935,2000,2000,1.62153492149623,38.0926173716955,0.000757510142490883,-0.00136273636549787,0.0015418539577881,3.97235579957184e-05,0.00107439963606926,0.00122916509647011,3.92408744062587e-05,0.00106379178118971,0.00122082112886036,NA,NA,NA
"ARIMA(2,1,0)","Gamma",500,"PMM2","phi2",-0.00113262045610224,0.00118585483585332,0.00118654473753297,0.0344462586870181,2000,2000,1.6245631926953,38.2501044672691,0.000750864402897631,-0.00254778117727785,0.000370069878889799,3.77269347830528e-05,0.00111349921812332,0.00126532442621802,3.84767070445427e-05,0.00111018795038739,0.00126145415576173,NA,NA,NA
"ARIMA(2,1,0)","Gamma",500,"M-EST","phi1",-0.00133450830898551,0.00153589473161603,0.00153690769667697,0.0392034143497345,2000,2000,1.20429268710521,16.7403645337478,0.000857288406918704,-0.00305713891377965,0.000283985302126583,5.4713733405855e-05,0.00143453292590618,0.00165194990768286,5.15890996055749e-05,0.00144013997459257,0.00163750178863836,NA,NA,NA
"ARIMA(2,1,0)","Gamma",500,"M-EST","phi2",-0.00244995134583326,0.00160831117508259,0.001613509281092,0.0401685110639167,2000,2000,1.19467357868422,16.2519356983439,0.000875021819432797,-0.00413859611084629,-0.000697058027218673,5.05676100472572e-05,0.00150603884879717,0.00170602144020099,5.12929085462259e-05,0.00151348298989886,0.00172051275750603,NA,NA,NA
